qtr,clock,playerid,playername,passing_yds,rushing_yds,receiving_yds,receiving_rec,passing_tds,rushing_tds,receiving_tds
1,02:41,00-0023541,K.Orton,15,0,0,0,0,0,0
1,02:41,00-0028237,C.Hogan,0,0,15,1,0,0,0
1,02:40,00-0029665,R.Griffin,15,0,0,0,0,0,0
1,02:40,00-0026189,D.Jackson,0,0,15,1,0,0,0
1,02:37,00-0027974,C.Kaepernick,0,-7,0,0,0,0,0
1,02:34,00-0020531,D.Brees,4,0,0,0,0,0,0
1,02:34,00-0027696,J.Graham,0,0,4,1,0,0,0
1,02:32,00-0025399,M.Lynch,0,4,0,0,0,0,0
1,02:31,00-0025637,A.Bradshaw,0,5,0,0,0,0,0
1,02:30,00-0022924,B.Roethlisberger,14,0,0,0,0,0,0
1,02:30,00-0027793,A.Brown,0,0,14,1,0,0,0
1,02:29,00-0026184,M.Forte,0,1,0,0,0,0,0
1,02:27,00-0029854,C.Anderson,0,1,0,0,0,0,0
1,02:24,00-0029510,J.Grimes,0,2,0,0,0,0,0
1,02:18,00-0027772,A.Dixon,0,7,0,0,0,0,0
1,02:18,00-0024275,M.Jones-Drew,0,2,0,0,0,0,0
1,02:11,00-0030287,A.Ellington,0,4,0,0,0,0,0
1,02:09,00-0029665,R.Griffin,6,0,0,0,0,0,0
1,02:09,00-0026345,P.Garcon,0,0,6,1,0,0,0
1,02:06,00-0010346,P.Manning,4,0,0,0,0,0,0
1,02:06,00-0022427,W.Welker,0,0,4,1,0,0,0
1,02:00,00-0029273,R.Turbin,0,4,0,0,0,0,0
1,02:00,00-0030496,L.Bell,0,1,0,0,0,0,0
1,01:58,00-0031075,A.Blue,0,8,0,0,0,0,0
1,01:56,00-0020531,D.Brees,5,0,0,0,0,0,0
1,01:56,00-0031236,B.Cooks,0,0,5,1,0,0,0
1,01:54,00-0027029,L.McCoy,0,5,0,0,0,0,0
1,01:52,00-0031045,C.Hyde,0,4,0,0,0,0,0
1,01:48,00-0029137,A.Jeffery,0,0,10,1,0,0,0
1,01:48,00-0024226,J.Cutler,10,0,0,0,0,0,0
1,01:44,00-0029429,B.Brown,0,5,0,0,0,0,0
1,01:42,00-0026393,M.Reece,0,0,0,1,0,0,0
1,01:33,00-0026898,M.Sanchez,5,0,0,0,0,0,0
1,01:33,00-0031299,J.Matthews,0,0,5,1,0,0,0
1,01:29,00-0031075,A.Blue,0,1,0,0,0,0,0
1,01:29,00-0029141,A.Morris,0,1,0,0,0,0,0
1,01:26,00-0027939,C.Newton,13,0,0,0,0,0,0
1,01:26,00-0025418,G.Olsen,0,0,13,1,0,0,0
1,01:19,00-0029273,R.Turbin,0,4,0,0,0,0,0
1,01:18,00-0020679,S.Hill,63,0,0,0,1,0,0
1,01:18,00-0027006,K.Britt,0,0,63,1,0,0,1
1,01:12,00-0020531,D.Brees,14,0,0,0,0,0,0
1,01:12,00-0031236,B.Cooks,0,0,14,1,0,0,0
1,01:10,00-0029854,C.Anderson,0,6,0,0,0,0,0
1,01:08,00-0024226,J.Cutler,0,4,0,0,0,0,0
1,01:07,00-0029668,A.Luck,20,0,0,0,0,0,0
1,01:07,00-0029697,C.Fleener,0,0,20,1,0,0,0
1,01:06,00-0023541,K.Orton,6,0,0,0,0,0,0
1,01:06,00-0029429,B.Brown,0,0,6,1,0,0,0
1,01:06,00-0027029,L.McCoy,0,2,0,0,0,0,0
1,00:56,00-0031413,B.Sankey,0,9,0,0,0,0,0
1,00:54,00-0028012,R.Mallett,7,0,0,0,0,0,0
1,00:54,00-0022044,A.Johnson,0,0,7,1,0,0,0
1,00:53,00-0027155,R.Jennings,0,2,0,0,0,0,0
1,00:53,00-0029665,R.Griffin,0,10,0,0,0,0,0
1,00:51,00-0026153,J.Stewart,0,6,0,0,0,0,0
1,00:48,00-0026182,E.Royal,0,15,0,0,0,0,0
1,00:48,00-0025430,D.Stanton,5,0,0,0,0,0,0
1,00:48,00-0030287,A.Ellington,0,0,5,1,0,0,0
1,00:40,00-0029273,R.Turbin,0,2,0,0,0,0,0
1,00:37,00-0023564,D.Sproles,0,0,16,1,0,0,0
1,00:37,00-0026898,M.Sanchez,16,0,0,0,0,0,0
1,00:37,00-0027966,M.Ingram,0,4,0,0,0,0,0
1,00:35,00-0025637,A.Bradshaw,0,-2,0,0,0,0,0
1,00:33,00-0010346,P.Manning,15,0,0,0,0,0,0
1,00:33,00-0027874,D.Thomas,0,0,15,1,0,0,0
1,00:30,00-0030656,I.Crowell,0,8,0,0,0,0,0
1,00:25,00-0024226,J.Cutler,11,0,0,0,0,0,0
1,00:25,00-0029137,A.Jeffery,0,0,11,1,0,0,0
1,00:19,00-0026899,S.Greene,0,3,0,0,0,0,0
1,00:13,00-0029701,R.Tannehill,9,0,0,0,0,0,0
1,00:13,00-0026901,M.Wallace,0,0,9,1,0,0,0
1,00:09,00-0026625,B.Hoyer,23,0,0,0,0,0,0
1,00:09,00-0029269,T.Benjamin,0,0,23,1,0,0,0
1,00:09,00-0029141,A.Morris,0,2,0,0,0,0,0
1,00:08,00-0027029,L.McCoy,0,0,18,1,0,0,0
1,00:08,00-0026898,M.Sanchez,18,0,0,0,0,0,0
1,00:04,00-0029273,R.Turbin,0,1,0,0,0,0,0
1,00:02,00-0020531,D.Brees,3,0,0,0,0,0,0
1,00:02,00-0027844,E.Lorig,0,0,3,1,0,0,0
1,00:01,00-0029854,C.Anderson,0,1,0,0,0,0,0
2,15:00,00-0029615,L.Miller,0,7,0,0,0,0,0
2,15:00,00-0026184,M.Forte,0,5,0,0,0,0,0
2,15:00,00-0031375,T.West,0,2,0,0,0,0,0
2,15:00,00-0027029,L.McCoy,0,1,0,0,0,0,0
2,15:00,00-0029263,R.Wilson,10,0,0,0,0,0,0
2,15:00,00-0030089,L.Willson,0,0,10,1,0,0,0
2,15:00,00-0027966,M.Ingram,0,4,0,0,0,0,0
2,15:00,00-0027974,C.Kaepernick,8,0,0,0,0,0,0
2,15:00,00-0023500,F.Gore,0,0,8,1,0,0,0
2,15:00,00-0029665,R.Griffin,0,4,0,0,0,0,0
2,15:00,00-0022942,P.Rivers,3,0,0,0,0,0,0
2,15:00,00-0022414,M.Floyd,0,0,3,1,0,0,0
2,15:00,00-0025430,D.Stanton,30,0,0,0,0,0,0
2,15:00,00-0031051,Jo. Brown,0,0,30,1,0,0,0
2,15:00,00-0031266,Z.Mettenberger,17,0,0,0,0,0,0
2,15:00,00-0027651,D.McCluster,0,0,17,1,0,0,0
2,14:57,00-0028083,J.Rodgers,0,0,4,1,0,0,0
2,14:57,00-0026143,M.Ryan,4,0,0,0,0,0,0
2,14:45,00-0031391,T.Mason,0,5,0,0,0,0,0
2,14:40,00-0019596,T.Brady,10,0,0,0,0,0,0
2,14:40,00-0027150,J.Edelman,0,0,10,1,0,0,0
2,14:35,00-0024226,J.Cutler,14,0,0,0,0,0,0
2,14:35,00-0024334,B.Marshall,0,0,14,1,0,0,0
2,14:35,00-0023500,F.Gore,0,16,0,0,0,0,0
2,14:29,00-0026898,M.Sanchez,7,0,0,0,0,0,0
2,14:29,00-0023564,D.Sproles,0,0,7,1,0,0,0
2,14:26,00-0026143,M.Ryan,7,0,0,0,0,0,0
2,14:26,00-0027944,J.Jones,0,0,7,1,0,0,0
2,14:24,00-0025399,M.Lynch,0,-2,0,0,0,0,0
2,14:23,00-0027966,M.Ingram,0,1,0,0,0,0,0
2,14:21,00-0029615,L.Miller,0,33,0,0,0,0,0
2,14:16,00-0026899,S.Greene,0,1,0,0,0,0,0
2,14:14,00-0024275,M.Jones-Drew,0,2,0,0,0,0,0
2,14:12,00-0030656,I.Crowell,0,2,0,0,0,0,0
2,14:11,00-0027974,C.Kaepernick,0,9,0,0,0,0,0
2,14:10,00-0029104,J.Gray,0,6,0,0,0,0,0
2,14:07,00-0020679,S.Hill,-3,0,0,0,0,0,0
2,14:07,00-0027985,L.Kendricks,0,0,-3,1,0,0,0
2,13:58,00-0024226,J.Cutler,4,0,0,0,0,0,0
2,13:58,00-0026184,M.Forte,0,0,4,1,0,0,0
2,13:45,00-0029104,J.Gray,0,14,0,0,0,0,0
2,13:43,00-0031045,C.Hyde,0,-1,0,0,0,0,0
2,13:42,00-0020531,D.Brees,16,0,0,0,0,0,0
2,13:42,00-0024466,M.Colston,0,0,16,1,0,0,0
2,13:39,00-0029701,R.Tannehill,17,0,0,0,0,0,0
2,13:39,00-0027077,B.Hartline,0,0,17,1,0,0,0
2,13:36,00-0031266,Z.Mettenberger,23,0,0,0,0,0,0
2,13:36,00-0029708,K.Wright,0,0,23,1,0,0,0
2,13:31,00-0029665,R.Griffin,2,0,0,0,0,0,0
2,13:31,00-0026189,D.Jackson,0,0,2,1,0,0,0
2,13:27,00-0026498,M.Stafford,30,0,0,0,0,0,0
2,13:27,00-0027891,G.Tate,0,0,30,1,0,0,0
2,13:26,00-0026224,H.Douglas,0,0,17,1,0,0,0
2,13:26,00-0026143,M.Ryan,17,0,0,0,0,0,0
2,13:22,00-0029263,R.Wilson,2,0,0,0,0,0,0
2,13:22,00-0029534,C.Helfet,0,0,2,1,0,0,0
2,13:16,00-0029104,J.Gray,0,3,0,0,0,0,0
2,13:15,00-0024226,J.Cutler,27,0,0,0,1,0,0
2,13:15,00-0029137,A.Jeffery,0,0,27,1,0,0,1
2,13:09,00-0022942,P.Rivers,11,0,0,0,0,0,0
2,13:09,00-0029275,L.Green,0,0,11,1,0,0,0
2,13:08,00-0029854,C.Anderson,0,1,0,0,0,0,0
2,13:07,00-0027966,M.Ingram,0,1,0,0,0,0,0
2,13:07,00-0029141,A.Morris,0,13,0,0,0,0,0
2,13:03,00-0029701,R.Tannehill,0,1,0,0,0,0,0
2,13:01,00-0030485,E.Lacy,0,6,0,0,0,0,0
2,13:00,00-0030578,C.Patterson,0,3,0,0,0,0,0
2,13:00,00-0024221,V.Davis,0,4,0,0,0,0,0
2,12:52,00-0031075,A.Blue,0,4,0,0,0,0,0
2,12:50,00-0029429,B.Brown,0,2,0,0,0,0,0
2,12:50,00-0028083,J.Rodgers,0,3,0,0,0,0,0
2,12:44,00-0027218,J.Bell,0,1,0,0,0,0,0
2,12:43,00-0027651,D.McCluster,0,5,0,0,0,0,0
2,12:42,00-0019596,T.Brady,4,0,0,0,0,0,0
2,12:42,00-0026035,D.Amendola,0,0,4,1,0,0,0
2,12:40,00-0029263,R.Wilson,24,0,0,0,0,0,0
2,12:40,00-0029159,J.Kearse,0,0,24,1,0,0,0
2,12:31,00-0027974,C.Kaepernick,12,0,0,0,0,0,0
2,12:31,00-0026986,M.Crabtree,0,0,12,1,0,0,0
2,12:27,00-0031277,B.Oliver,0,2,0,0,0,0,0
2,12:26,00-0020531,D.Brees,16,0,0,0,0,0,0
2,12:26,00-0024466,M.Colston,0,0,16,1,0,0,0
2,12:26,00-0010346,P.Manning,8,0,0,0,0,0,0
2,12:26,00-0026267,J.Tamme,0,0,8,1,0,0,0
2,12:24,00-0031237,T.Bridgewater,0,2,0,0,0,0,0
2,12:23,00-0028002,R.Cobb,0,0,14,1,0,0,0
2,12:23,00-0023459,A.Rodgers,14,0,0,0,0,0,0
2,12:23,00-0029141,A.Morris,0,1,0,0,0,0,0
2,12:22,00-0027944,J.Jones,0,0,10,1,0,0,0
2,12:22,00-0026143,M.Ryan,10,0,0,0,0,0,0
2,12:21,00-0027772,A.Dixon,0,3,0,0,0,0,0
2,12:19,00-0031236,B.Cooks,0,5,0,0,0,0,0
2,12:17,00-0029510,J.Grimes,0,5,0,0,0,0,0
2,12:02,00-0028002,R.Cobb,0,0,22,1,0,0,0
2,12:02,00-0023459,A.Rodgers,22,0,0,0,0,0,0
2,12:02,00-0026498,M.Stafford,8,0,0,0,0,0,0
2,12:02,00-0031387,E.Ebron,0,0,8,1,0,0,0
2,11:59,00-0026143,M.Ryan,3,0,0,0,0,0,0
2,11:59,00-0026855,A.Smith,0,0,3,1,0,0,0
2,11:53,00-0027966,M.Ingram,0,-2,0,0,0,0,0
2,11:52,00-0023500,F.Gore,0,-1,0,0,0,0,0
2,11:50,00-0029263,R.Wilson,-3,0,0,0,0,0,0
2,11:50,00-0028434,D.Baldwin,0,0,-3,1,0,0,0
2,11:49,00-0029675,T.Richardson,0,2,0,0,0,0,0
2,11:44,00-0010346,P.Manning,21,0,0,0,0,0,0
2,11:44,00-0029854,C.Anderson,0,0,21,1,0,0,0
2,11:41,00-0023541,K.Orton,14,0,0,0,0,0,0
2,11:41,00-0028237,C.Hogan,0,0,14,1,0,0,0
2,11:27,00-0026201,M.Bennett,0,0,12,1,0,0,0
2,11:27,00-0024226,J.Cutler,12,0,0,0,0,0,0
2,11:23,00-0027966,M.Ingram,0,2,0,0,0,0,0
2,11:20,00-0026498,M.Stafford,4,0,0,0,0,0,0
2,11:20,00-0025389,C.Johnson,0,0,4,1,0,0,0
2,11:19,00-0023462,R.White,0,0,19,1,0,0,0
2,11:19,00-0026143,M.Ryan,19,0,0,0,0,0,0
2,11:17,00-0028002,R.Cobb,0,0,11,1,0,0,0
2,11:17,00-0023459,A.Rodgers,11,0,0,0,0,0,0
2,11:16,00-0029668,A.Luck,22,0,0,0,0,0,0
2,11:16,00-0029697,C.Fleener,0,0,22,1,0,0,0
2,11:08,00-0027890,B.Tate,0,-3,0,0,0,0,0
2,11:05,00-0029263,R.Wilson,0,1,0,0,0,0,0
2,11:04,00-0024275,M.Jones-Drew,0,1,0,0,0,0,0
2,11:02,00-0023541,K.Orton,19,0,0,0,0,0,0
2,11:02,00-0029429,B.Brown,0,0,19,1,0,0,0
2,11:00,00-0027974,C.Kaepernick,5,0,0,0,0,0,0
2,11:00,00-0031045,C.Hyde,0,0,5,1,0,0,0
2,11:00,00-0030496,L.Bell,0,-1,0,0,0,0,0
2,10:54,00-0026184,M.Forte,0,5,0,0,0,0,0
2,10:52,00-0031391,T.Mason,0,4,0,0,0,0,0
2,10:49,00-0022736,S.Jackson,0,3,0,0,0,0,0
2,10:45,00-0023459,A.Rodgers,27,0,0,0,1,0,0
2,10:45,00-0026176,J.Nelson,0,0,27,1,0,0,1
2,10:45,00-0029608,T.Hilton,0,0,0,1,0,0,0
2,10:40,00-0026498,M.Stafford,5,0,0,0,0,0,0
2,10:40,00-0030107,T.Riddick,0,0,5,1,0,0,0
2,10:39,00-0027029,L.McCoy,0,3,0,0,0,0,0
2,10:31,00-0029263,R.Wilson,7,0,0,0,1,0,0
2,10:31,00-0028434,D.Baldwin,0,0,7,1,0,0,1
2,10:22,00-0023436,A.Smith,23,0,0,0,0,0,0
2,10:22,00-0030506,T.Kelce,0,0,23,1,0,0,0
2,10:22,00-0020531,D.Brees,-1,0,0,0,0,0,0
2,10:22,00-0027844,E.Lorig,0,0,-1,1,0,0,0
2,10:21,00-0026625,B.Hoyer,23,0,0,0,0,0,0
2,10:21,00-0031228,T.Gabriel,0,0,23,1,0,0,0
2,10:17,00-0030288,R.Burkhead,0,1,0,0,0,0,0
2,10:17,00-0031391,T.Mason,0,4,0,0,0,0,0
2,10:16,00-0027029,L.McCoy,0,8,0,0,0,0,0
2,10:15,00-0029429,B.Brown,0,8,0,0,0,0,0
2,10:11,00-0026184,M.Forte,0,-1,0,0,0,0,0
2,10:09,00-0022803,E.Manning,2,0,0,0,0,0,0
2,10:09,00-0027155,R.Jennings,0,0,2,1,0,0,0
2,10:01,00-0029668,A.Luck,22,0,0,0,0,0,0
2,10:01,00-0029697,C.Fleener,0,0,22,1,0,0,0
2,09:57,00-0030656,I.Crowell,0,7,0,0,0,0,0
2,09:55,00-0026898,M.Sanchez,4,0,0,0,0,0,0
2,09:55,00-0026995,J.Maclin,0,0,4,1,0,0,0
2,09:55,00-0026498,M.Stafford,7,0,0,0,0,0,0
2,09:55,00-0028249,J.Ross,0,0,7,1,0,0,0
2,09:47,00-0027973,A.Dalton,11,0,0,0,0,0,0
2,09:47,00-0030288,R.Burkhead,0,0,11,1,0,0,0
2,09:40,00-0026213,J.Charles,0,28,0,0,0,0,0
2,09:39,00-0027864,Ry.Mathews,0,1,0,0,0,0,0
2,09:38,00-0022803,E.Manning,7,0,0,0,0,0,0
2,09:38,00-0031235,O.Beckham,0,0,7,1,0,0,0
2,09:36,00-0027772,A.Dixon,0,1,0,0,0,0,0
2,09:36,00-0030656,I.Crowell,0,3,0,0,0,0,0
2,09:34,00-0020679,S.Hill,10,0,0,0,0,0,0
2,09:34,00-0030532,S.Bailey,0,0,10,1,0,0,0
2,09:30,00-0024334,B.Marshall,0,0,8,1,0,0,0
2,09:30,00-0024226,J.Cutler,8,0,0,0,0,0,0
2,09:30,00-0023564,D.Sproles,0,13,0,0,0,0,0
2,09:28,00-0021206,J.McCown,51,0,0,0,0,0,0
2,09:28,00-0031408,M.Evans,0,0,51,1,0,0,0
2,09:26,00-0027939,C.Newton,-3,0,0,0,0,0,0
2,09:26,00-0024242,D.Williams,0,0,-3,1,0,0,0
2,09:25,00-0031301,J.Hill,0,4,0,0,0,0,0
2,09:17,00-0029675,T.Richardson,0,-3,0,0,0,0,0
2,09:17,00-0031266,Z.Mettenberger,-5,0,0,0,0,0,0
2,09:17,00-0025701,J.Battle,0,0,-5,1,0,0,0
2,09:12,00-0022942,P.Rivers,12,0,0,0,0,0,0
2,09:12,00-0021547,A.Gates,0,0,12,1,0,0,0
2,09:08,00-0028492,H.Hynoski,0,4,0,0,0,0,0
2,09:06,00-0027772,A.Dixon,0,7,0,0,0,0,0
2,09:06,00-0026625,B.Hoyer,32,0,0,0,1,0,0
2,09:06,00-0027918,A.Hawkins,0,0,32,1,0,0,1
2,09:00,00-0027029,L.McCoy,0,4,0,0,0,0,0
2,09:00,00-0030287,A.Ellington,0,7,0,0,0,0,0
2,08:54,00-0023436,A.Smith,13,0,0,0,0,0,0
2,08:54,00-0028074,A.Sherman,0,0,13,1,0,0,0
2,08:52,00-0024226,J.Cutler,-1,0,0,0,0,0,0
2,08:52,00-0029137,A.Jeffery,0,0,-1,1,0,0,0
2,08:52,00-0028012,R.Mallett,4,0,0,0,0,0,0
2,08:52,00-0029435,D.Johnson,0,0,4,1,0,0,0
2,08:51,00-0020679,S.Hill,21,0,0,0,0,0,0
2,08:51,00-0027006,K.Britt,0,0,21,1,0,0,0
2,08:44,00-0025418,G.Olsen,0,0,11,1,0,0,0
2,08:44,00-0027939,C.Newton,11,0,0,0,0,0,0
2,08:42,00-0027973,A.Dalton,0,4,0,0,0,0,0
2,08:42,00-0031390,C.Sims,0,2,0,0,0,0,0
2,08:35,00-0022942,P.Rivers,13,0,0,0,0,0,0
2,08:35,00-0026182,E.Royal,0,0,13,1,0,0,0
2,08:33,00-0031266,Z.Mettenberger,12,0,0,0,0,0,0
2,08:33,00-0030521,J.Hunter,0,0,12,1,0,0,0
2,08:26,00-0019596,T.Brady,3,0,0,0,0,0,0
2,08:26,00-0027994,S.Vereen,0,0,3,1,0,0,0
2,08:24,00-0030287,A.Ellington,0,1,0,0,0,0,0
2,08:23,00-0031075,A.Blue,0,8,0,0,0,0,0
2,08:23,00-0023500,F.Gore,0,3,0,0,0,0,0
2,08:19,00-0023541,K.Orton,9,0,0,0,0,0,0
2,08:19,00-0031325,S.Watkins,0,0,9,1,0,0,0
2,08:15,00-0026213,J.Charles,0,16,0,0,0,1,0
2,08:13,00-0020679,S.Hill,11,0,0,0,0,0,0
2,08:13,00-0027006,K.Britt,0,0,11,1,0,0,0
2,08:07,00-0024226,J.Cutler,5,0,0,0,0,0,0
2,08:07,00-0026184,M.Forte,0,0,5,1,0,0,0
2,08:01,00-0027939,C.Newton,0,8,0,0,0,0,0
2,08:00,00-0031075,A.Blue,0,6,0,0,0,0,0
2,07:59,00-0027973,A.Dalton,13,0,0,0,0,0,0
2,07:59,00-0027942,A.Green,0,0,13,1,0,0,0
2,07:57,00-0029104,J.Gray,0,4,0,0,0,0,0
2,07:55,00-0027864,Ry.Mathews,0,8,0,0,0,0,0
2,07:46,00-0025430,D.Stanton,4,0,0,0,0,0,0
2,07:46,00-0026178,J.Carlson,0,0,4,1,0,0,0
2,07:43,00-0023459,A.Rodgers,5,0,0,0,0,0,0
2,07:43,00-0030485,E.Lacy,0,0,5,1,0,0,0
2,07:41,00-0022924,B.Roethlisberger,2,0,0,0,0,0,0
2,07:41,00-0023465,H.Miller,0,0,2,1,0,0,0
2,07:38,00-0029429,B.Brown,0,6,0,0,0,0,0
2,07:37,00-0029510,J.Grimes,0,3,0,0,0,0,0
2,07:32,00-0029141,A.Morris,0,4,0,0,0,0,0
2,07:31,00-0031391,T.Mason,0,7,0,0,0,0,0
2,07:30,00-0031301,J.Hill,0,21,0,0,0,0,0
2,07:27,00-0027864,Ry.Mathews,0,3,0,0,0,0,0
2,07:20,00-0029263,R.Wilson,18,0,0,0,0,0,0
2,07:20,00-0029159,J.Kearse,0,0,18,1,0,0,0
2,07:17,00-0027939,C.Newton,3,0,0,0,0,0,0
2,07:17,00-0026153,J.Stewart,0,0,3,1,0,0,0
2,07:17,00-0027155,R.Jennings,0,6,0,0,0,0,0
2,07:13,00-0019596,T.Brady,20,0,0,0,0,0,0
2,07:13,00-0027656,R.Gronkowski,0,0,20,1,0,0,0
2,07:07,00-0030287,A.Ellington,0,9,0,0,0,0,0
2,07:02,00-0022924,B.Roethlisberger,11,0,0,0,0,0,0
2,07:02,00-0027793,A.Brown,0,0,11,1,0,0,0
2,06:58,00-0027864,Ry.Mathews,0,7,0,0,0,0,0
2,06:57,00-0023541,K.Orton,4,0,0,0,0,0,0
2,06:57,00-0028237,C.Hogan,0,0,4,1,0,0,0
2,06:55,00-0020679,S.Hill,5,0,0,0,0,0,0
2,06:55,00-0030525,T.Austin,0,0,5,1,0,0,0
2,06:52,00-0029141,A.Morris,0,5,0,0,0,0,0
2,06:51,00-0019596,T.Brady,9,0,0,0,0,0,0
2,06:51,00-0026035,D.Amendola,0,0,9,1,0,0,0
2,06:48,00-0031376,J.McKinnon,0,-1,0,0,0,0,0
2,06:45,00-0022803,E.Manning,30,0,0,0,0,0,0
2,06:45,00-0028838,L.Donnell,0,0,30,1,0,0,0
2,06:37,00-0025399,M.Lynch,0,11,0,0,0,0,0
2,06:32,00-0030287,A.Ellington,0,2,0,0,0,0,0
2,06:27,00-0026625,B.Hoyer,30,0,0,0,0,0,0
2,06:27,00-0027825,J.Dray,0,0,30,1,0,0,0
2,06:26,00-0027973,A.Dalton,21,0,0,0,0,0,0
2,06:26,00-0027942,A.Green,0,0,21,1,0,0,0
2,06:26,00-0027155,R.Jennings,0,2,0,0,0,0,0
2,06:25,00-0023541,K.Orton,5,0,0,0,0,0,0
2,06:25,00-0027772,A.Dixon,0,0,5,1,0,0,0
2,06:25,00-0022736,S.Jackson,0,2,0,0,0,0,0
2,06:24,00-0022924,B.Roethlisberger,-5,0,0,0,0,0,0
2,06:24,00-0031392,D.Archer,0,0,-5,1,0,0,0
2,06:22,00-0031277,B.Oliver,0,4,0,0,0,0,0
2,06:21,00-0029104,J.Gray,0,3,0,0,0,0,0
2,06:16,00-0023459,A.Rodgers,13,0,0,0,0,0,0
2,06:16,00-0028002,R.Cobb,0,0,13,1,0,0,0
2,06:12,00-0020679,S.Hill,8,0,0,0,0,0,0
2,06:12,00-0027985,L.Kendricks,0,0,8,1,0,0,0
2,06:12,00-0029141,A.Morris,0,1,0,0,0,0,0
2,06:11,00-0031376,J.McKinnon,0,3,0,0,0,0,0
2,06:04,00-0031301,J.Hill,0,4,0,0,0,0,0
2,05:56,00-0022803,E.Manning,13,0,0,0,0,0,0
2,05:56,00-0029262,R.Randle,0,0,13,1,0,0,0
2,05:55,00-0026143,M.Ryan,10,0,0,0,0,0,0
2,05:55,00-0028581,P.DiMarco,0,0,10,1,0,0,0
2,05:51,00-0030656,I.Crowell,0,-1,0,0,0,0,0
2,05:49,00-0027772,A.Dixon,0,4,0,0,0,0,0
2,05:48,00-0025430,D.Stanton,-4,0,0,0,0,0,0
2,05:48,00-0030287,A.Ellington,0,0,-4,1,0,0,0
2,05:46,00-0031277,B.Oliver,0,4,0,0,0,0,0
2,05:40,00-0022924,B.Roethlisberger,9,0,0,0,0,0,0
2,05:40,00-0027793,A.Brown,0,0,9,1,0,0,0
2,05:38,00-0019596,T.Brady,13,0,0,0,0,0,0
2,05:38,00-0027150,J.Edelman,0,0,13,1,0,0,0
2,05:37,00-0031301,J.Hill,0,2,0,0,0,0,0
2,05:32,00-0031391,T.Mason,0,-1,0,0,0,0,0
2,05:31,00-0023459,A.Rodgers,0,16,0,0,0,0,0
2,05:31,00-0029263,R.Wilson,10,0,0,0,0,0,0
2,05:31,00-0031257,P.Richardson,0,0,10,1,0,0,0
2,05:30,00-0031237,T.Bridgewater,5,0,0,0,0,0,0
2,05:30,00-0028198,M.Asiata,0,0,5,1,0,0,0
2,05:30,00-0026625,B.Hoyer,14,0,0,0,0,0,0
2,05:30,00-0031228,T.Gabriel,0,0,14,1,0,0,0
