qtr,clock,playerid,playername,passing_yds,rushing_yds,receiving_yds,receiving_rec,passing_tds,rushing_tds,receiving_tds
2,05:21,00-0029665,R.Griffin,8,0,0,0,0,0,0
2,05:21,00-0028093,N.Paul,0,0,8,1,0,0,0
2,05:15,00-0022736,S.Jackson,0,3,0,0,0,0,0
2,05:12,00-0027155,R.Jennings,0,3,0,0,0,0,0
2,05:08,00-0029104,J.Gray,0,3,0,0,0,0,0
2,04:57,00-0031301,J.Hill,0,1,0,0,0,0,0
2,04:51,00-0025399,M.Lynch,0,8,0,0,0,0,0
2,04:48,00-0020679,S.Hill,0,0,0,1,0,0,0
2,04:46,00-0027218,J.Bell,0,13,0,0,0,0,0
2,04:44,00-0031375,T.West,0,7,0,0,0,0,0
2,04:43,00-0028002,R.Cobb,0,0,11,1,0,0,0
2,04:43,00-0023459,A.Rodgers,11,0,0,0,0,0,0
2,04:40,00-0029665,R.Griffin,0,8,0,0,0,0,0
2,04:37,00-0026143,M.Ryan,1,0,0,0,0,0,0
2,04:37,00-0024272,D.Hester,0,0,1,1,0,0,0
2,04:36,00-0024226,J.Cutler,0,7,0,0,0,0,0
2,04:34,00-0027974,C.Kaepernick,0,2,0,0,0,0,0
2,04:27,00-0022924,B.Roethlisberger,17,0,0,0,0,0,0
2,04:27,00-0027793,A.Brown,0,0,17,1,0,0,0
2,04:24,00-0029104,J.Gray,0,6,0,0,0,0,0
2,04:20,00-0027973,A.Dalton,8,0,0,0,0,0,0
2,04:20,00-0029632,M.Sanu,0,0,8,1,0,0,0
2,04:18,00-0031375,T.West,0,2,0,0,0,0,0
2,04:13,00-0023541,K.Orton,0,3,0,0,0,0,0
2,04:11,00-0025399,M.Lynch,0,15,0,0,0,0,0
2,04:07,00-0029665,R.Griffin,4,0,0,0,0,0,0
2,04:07,00-0028093,N.Paul,0,0,4,1,0,0,0
2,04:07,00-0031280,D.Carr,15,0,0,0,0,0,0
2,04:07,00-0030516,B.Butler,0,0,15,1,0,0,0
2,04:04,00-0030485,E.Lacy,0,0,8,1,0,0,0
2,04:04,00-0023459,A.Rodgers,8,0,0,0,0,0,0
2,04:01,00-0027218,J.Bell,0,5,0,0,0,0,0
2,03:59,00-0026184,M.Forte,0,9,0,0,0,0,0
2,03:57,00-0027974,C.Kaepernick,25,0,0,0,0,0,0
2,03:57,00-0026986,M.Crabtree,0,0,25,1,0,0,0
2,03:57,00-0010346,P.Manning,23,0,0,0,0,0,0
2,03:57,00-0027874,D.Thomas,0,0,23,1,0,0,0
2,03:57,00-0030496,L.Bell,0,7,0,0,0,0,0
2,03:54,00-0029104,J.Gray,0,2,0,0,0,1,0
2,03:50,00-0029668,A.Luck,0,4,0,0,0,0,0
2,03:47,00-0027939,C.Newton,12,0,0,0,0,0,0
2,03:47,00-0031359,K.Benjamin,0,0,12,1,0,0,0
2,03:42,00-0031301,J.Hill,0,-1,0,0,0,0,0
2,03:38,00-0026625,B.Hoyer,0,2,0,0,0,0,0
2,03:38,00-0026144,D.McFadden,0,5,0,0,0,0,0
2,03:29,00-0024226,J.Cutler,13,0,0,0,0,0,0
2,03:29,00-0024334,B.Marshall,0,0,13,1,0,0,0
2,03:27,00-0029665,R.Griffin,10,0,0,0,0,0,0
2,03:27,00-0028043,R.Helu,0,0,10,1,0,0,0
2,03:26,00-0029701,R.Tannehill,10,0,0,0,0,0,0
2,03:26,00-0026901,M.Wallace,0,0,10,1,0,0,0
2,03:25,00-0030432,C.Michael,0,-2,0,0,0,0,0
2,03:16,00-0010346,P.Manning,15,0,0,0,0,0,0
2,03:16,00-0027874,D.Thomas,0,0,15,1,0,0,0
2,03:16,00-0030496,L.Bell,0,9,0,0,0,0,0
2,03:14,00-0023500,F.Gore,0,-1,0,0,0,0,0
2,03:13,00-0031390,C.Sims,0,2,0,0,0,0,0
2,03:11,00-0026153,J.Stewart,0,1,0,0,0,0,0
2,03:11,00-0030656,I.Crowell,0,-3,0,0,0,0,0
2,03:07,00-0031280,D.Carr,4,0,0,0,0,0,0
2,03:07,00-0029755,B.Leonhardt,0,0,4,1,0,0,0
2,03:06,00-0029435,D.Johnson,0,6,0,0,0,0,0
2,03:03,00-0029668,A.Luck,4,0,0,0,0,0,0
2,03:03,00-0025637,A.Bradshaw,0,0,4,1,0,0,0
2,03:00,00-0028000,Dn.Thomas,0,7,0,0,0,0,0
2,02:58,00-0024226,J.Cutler,44,0,0,0,1,0,0
2,02:58,00-0024334,B.Marshall,0,0,44,1,0,0,1
2,02:53,00-0026176,J.Nelson,0,0,10,1,0,0,0
2,02:53,00-0023459,A.Rodgers,10,0,0,0,0,0,0
2,02:52,00-0027966,M.Ingram,0,5,0,0,0,0,0
2,02:42,00-0031075,A.Blue,0,3,0,0,0,0,0
2,02:42,00-0030496,L.Bell,0,3,0,0,0,0,0
2,02:40,00-0031376,J.McKinnon,0,4,0,0,0,0,0
2,02:36,00-0031237,T.Bridgewater,17,0,0,0,0,0,0
2,02:36,00-0030113,Ch.Johnson,0,0,17,1,0,0,0
2,02:35,00-0029263,R.Wilson,0,14,0,0,0,0,0
2,02:30,00-0027939,C.Newton,5,0,0,0,0,0,0
2,02:30,00-0026153,J.Stewart,0,0,5,1,0,0,0
2,02:30,00-0021206,J.McCown,18,0,0,0,0,0,0
2,02:30,00-0031408,M.Evans,0,0,18,1,0,0,0
2,02:28,00-0029701,R.Tannehill,-4,0,0,0,0,0,0
2,02:28,00-0029701,R.Tannehill,0,0,-4,1,0,0,0
2,02:28,00-0010346,P.Manning,42,0,0,0,1,0,0
2,02:28,00-0027685,E.Sanders,0,0,42,1,0,0,1
2,02:27,00-0030287,A.Ellington,0,4,0,0,0,0,0
2,02:21,00-0020531,D.Brees,8,0,0,0,0,0,0
2,02:21,00-0029205,T.Cadet,0,0,8,1,0,0,0
2,02:16,00-0031237,T.Bridgewater,-2,0,0,0,0,0,0
2,02:16,00-0031376,J.McKinnon,0,0,-2,1,0,0,0
2,02:16,00-0020679,S.Hill,12,0,0,0,0,0,0
2,02:16,00-0029795,B.Cunningham,0,0,12,1,0,0,0
2,02:15,00-0029104,J.Gray,0,5,0,0,0,0,0
2,02:10,00-0025399,M.Lynch,0,-3,0,0,0,0,0
2,02:07,00-0028012,R.Mallett,0,2,0,0,0,0,0
2,02:04,00-0030485,E.Lacy,0,1,0,0,0,1,0
2,02:00,00-0029701,R.Tannehill,17,0,0,0,0,0,0
2,02:00,00-0026901,M.Wallace,0,0,17,1,0,0,0
2,02:00,00-0031075,A.Blue,0,11,0,0,0,0,0
2,02:00,00-0026898,M.Sanchez,12,0,0,0,0,0,0
2,02:00,00-0030061,Z.Ertz,0,0,12,1,0,0,0
2,02:00,00-0020531,D.Brees,4,0,0,0,0,0,0
2,02:00,00-0029205,T.Cadet,0,0,4,1,0,0,0
2,02:00,00-0029795,B.Cunningham,0,0,0,1,0,0,0
2,02:00,00-0021206,J.McCown,4,0,0,0,0,0,0
2,02:00,00-0031390,C.Sims,0,0,4,1,0,0,0
2,02:00,00-0019596,T.Brady,4,0,0,0,0,0,0
2,02:00,00-0027150,J.Edelman,0,0,4,1,0,0,0
2,01:55,00-0025399,M.Lynch,0,1,0,0,0,0,0
2,01:55,00-0022803,E.Manning,5,0,0,0,0,0,0
2,01:55,00-0028838,L.Donnell,0,0,5,1,0,0,0
2,01:55,00-0022924,B.Roethlisberger,9,0,0,0,0,0,0
2,01:55,00-0027793,A.Brown,0,0,9,1,0,0,0
2,01:52,00-0027218,J.Bell,0,4,0,0,0,0,0
2,01:48,00-0029263,R.Wilson,9,0,0,0,0,0,0
2,01:48,00-0031257,P.Richardson,0,0,9,1,0,0,0
2,01:48,00-0022942,P.Rivers,4,0,0,0,0,0,0
2,01:48,00-0027003,D.Brown,0,0,4,1,0,0,0
2,01:39,00-0020531,D.Brees,12,0,0,0,0,0,0
2,01:39,00-0029205,T.Cadet,0,0,12,1,0,0,0
2,01:39,00-0022942,P.Rivers,14,0,0,0,0,0,0
2,01:39,00-0026182,E.Royal,0,0,14,1,0,0,0
2,01:35,00-0026143,M.Ryan,3,0,0,0,0,0,0
2,01:35,00-0022736,S.Jackson,0,0,3,1,0,0,0
2,01:34,00-0022803,E.Manning,6,0,0,0,0,0,0
2,01:34,00-0029262,R.Randle,0,0,6,1,0,0,0
2,01:31,00-0029510,J.Grimes,0,3,0,0,0,0,0
2,01:24,00-0029510,J.Grimes,0,5,0,0,0,0,0
2,01:21,00-0028198,M.Asiata,0,0,0,1,0,0,0
2,01:18,00-0029795,B.Cunningham,0,6,0,0,0,0,0
2,01:17,00-0023436,A.Smith,5,0,0,0,0,0,0
2,01:17,00-0030506,T.Kelce,0,0,5,1,0,0,0
2,01:15,00-0026143,M.Ryan,11,0,0,0,0,0,0
2,01:15,00-0027944,J.Jones,0,0,11,1,0,0,0
2,01:15,00-0022942,P.Rivers,13,0,0,0,0,0,0
2,01:15,00-0030279,K.Allen,0,0,13,1,0,0,0
2,01:15,00-0022924,B.Roethlisberger,11,0,0,0,0,0,0
2,01:15,00-0023465,H.Miller,0,0,11,1,0,0,0
2,01:13,00-0029701,R.Tannehill,6,0,0,0,0,0,0
2,01:13,00-0026937,B.Gibson,0,0,6,1,0,0,0
2,01:13,00-0027218,J.Bell,0,1,0,0,0,0,0
2,01:11,00-0029668,A.Luck,13,0,0,0,0,0,0
2,01:11,00-0029608,T.Hilton,0,0,13,1,0,0,0
2,01:09,00-0026143,M.Ryan,9,0,0,0,0,0,0
2,01:09,00-0027944,J.Jones,0,0,9,1,0,0,0
2,01:06,00-0028012,R.Mallett,9,0,0,0,0,0,0
2,01:06,00-0022044,A.Johnson,0,0,9,1,0,0,0
2,01:06,00-0029141,A.Morris,0,2,0,0,0,0,0
2,01:05,00-0026184,M.Forte,0,7,0,0,0,0,0
2,01:04,00-0023564,D.Sproles,0,8,0,0,0,0,0
2,01:00,00-0029668,A.Luck,10,0,0,0,1,0,0
2,01:00,00-0027005,H.Nicks,0,0,10,1,0,0,1
2,01:00,00-0030496,L.Bell,0,3,0,0,0,0,0
2,00:58,00-0026898,M.Sanchez,15,0,0,0,0,0,0
2,00:58,00-0030061,Z.Ertz,0,0,15,1,0,0,0
2,00:57,00-0031301,J.Hill,0,-2,0,0,0,0,0
2,00:56,00-0029701,R.Tannehill,0,1,0,0,0,0,0
2,00:54,00-0029263,R.Wilson,0,12,0,0,0,0,0
2,00:54,00-0022942,P.Rivers,9,0,0,0,0,0,0
2,00:54,00-0022414,M.Floyd,0,0,9,1,0,0,0
2,00:53,00-0022803,E.Manning,11,0,0,0,0,0,0
2,00:53,00-0029262,R.Randle,0,0,11,1,0,0,0
2,00:51,00-0019596,T.Brady,0,-1,0,0,0,0,0
2,00:50,00-0026143,M.Ryan,3,0,0,0,0,0,0
2,00:50,00-0028083,J.Rodgers,0,0,3,1,0,0,0
2,00:50,00-0028012,R.Mallett,14,0,0,0,0,0,0
2,00:50,00-0027718,G.Graham,0,0,14,1,0,0,0
2,00:50,00-0026898,M.Sanchez,40,0,0,0,0,0,0
2,00:50,00-0031299,J.Matthews,0,0,40,1,0,0,0
2,00:44,00-0026143,M.Ryan,1,0,0,0,0,0,0
2,00:44,00-0028083,J.Rodgers,0,0,1,1,0,0,0
2,00:44,00-0031266,Z.Mettenberger,80,0,0,0,1,0,0
2,00:44,00-0023367,N.Washington,0,0,80,1,0,0,1
2,00:43,00-0029141,A.Morris,0,19,0,0,0,0,0
2,00:39,00-0029263,R.Wilson,12,0,0,0,0,0,0
2,00:39,00-0028434,D.Baldwin,0,0,12,1,0,0,0
2,00:34,00-0029665,R.Griffin,24,0,0,0,0,0,0
2,00:34,00-0029141,A.Morris,0,0,24,1,0,0,0
2,00:34,00-0026498,M.Stafford,4,0,0,0,0,0,0
2,00:34,00-0031387,E.Ebron,0,0,4,1,0,0,0
2,00:33,00-0022803,E.Manning,5,0,0,0,0,0,0
2,00:33,00-0027155,R.Jennings,0,0,5,1,0,0,0
2,00:31,00-0023541,K.Orton,0,-1,0,0,0,0,0
2,00:31,00-0029263,R.Wilson,0,14,0,0,0,0,0
2,00:31,00-0029795,B.Cunningham,0,1,0,0,0,0,0
2,00:31,00-0022942,P.Rivers,5,0,0,0,0,0,0
2,00:31,00-0021547,A.Gates,0,0,5,1,0,0,0
2,00:28,00-0028012,R.Mallett,20,0,0,0,1,0,0
2,00:28,00-0027718,G.Graham,0,0,20,1,0,0,1
2,00:27,00-0022942,P.Rivers,7,0,0,0,0,0,0
2,00:27,00-0030279,K.Allen,0,0,7,1,0,0,0
2,00:25,00-0029665,R.Griffin,4,0,0,0,0,0,0
2,00:25,00-0028043,R.Helu,0,0,4,1,0,0,0
2,00:24,00-0026143,M.Ryan,10,0,0,0,0,0,0
2,00:24,00-0023462,R.White,0,0,10,1,0,0,0
2,00:24,00-0026184,M.Forte,0,15,0,0,0,0,0
2,00:23,00-0022803,E.Manning,3,0,0,0,0,0,0
2,00:23,00-0027155,R.Jennings,0,0,3,1,0,0,0
2,00:20,00-0025430,D.Stanton,0,-1,0,0,0,0,0
2,00:19,00-0029665,R.Griffin,30,0,0,0,1,0,0
2,00:19,00-0028043,R.Helu,0,0,30,1,0,0,1
2,00:16,00-0010346,P.Manning,0,-1,0,0,0,0,0
2,00:14,00-0031301,J.Hill,0,62,0,0,0,0,0
2,00:11,00-0026143,M.Ryan,11,0,0,0,0,0,0
2,00:11,00-0027944,J.Jones,0,0,11,1,0,0,0
2,00:11,00-0019596,T.Brady,0,-1,0,0,0,0,0
2,00:07,00-0031237,T.Bridgewater,0,-1,0,0,0,0,0
2,00:07,00-0026625,B.Hoyer,0,-1,0,0,0,0,0
2,00:01,00-0027974,C.Kaepernick,0,-1,0,0,0,0,0
3,15:00,00-0024242,D.Williams,0,4,0,0,0,0,0
3,15:00,00-0024226,J.Cutler,6,0,0,0,0,0,0
3,15:00,00-0026184,M.Forte,0,0,6,1,0,0,0
3,15:00,00-0024226,J.Cutler,6,0,0,0,0,0,0
3,15:00,00-0030047,M.Wilson,0,0,6,1,0,0,0
3,15:00,00-0024226,J.Cutler,9,0,0,0,0,0,0
3,15:00,00-0026184,M.Forte,0,0,9,1,0,0,0
3,15:00,00-0026184,M.Forte,0,2,0,0,0,0,0
3,15:00,00-0024226,J.Cutler,18,0,0,0,0,0,0
3,15:00,00-0029137,A.Jeffery,0,0,18,1,0,0,0
3,15:00,00-0024226,J.Cutler,34,0,0,0,0,0,0
3,15:00,00-0029137,A.Jeffery,0,0,34,1,0,0,0
3,15:00,00-0026184,M.Forte,0,2,0,0,0,0,0
3,15:00,00-0024226,J.Cutler,5,0,0,0,0,0,0
3,15:00,00-0029137,A.Jeffery,0,0,5,1,0,0,0
3,15:00,00-0030656,I.Crowell,0,9,0,0,0,0,0
3,15:00,00-0026898,M.Sanchez,7,0,0,0,0,0,0
3,15:00,00-0026995,J.Maclin,0,0,7,1,0,0,0
3,15:00,00-0010346,P.Manning,10,0,0,0,0,0,0
3,15:00,00-0026267,J.Tamme,0,0,10,1,0,0,0
3,15:00,00-0026498,M.Stafford,15,0,0,0,0,0,0
3,15:00,00-0025389,C.Johnson,0,0,15,1,0,0,0
3,14:55,00-0027772,A.Dixon,0,3,0,0,0,0,0
3,14:55,00-0027864,Ry.Mathews,0,2,0,0,0,0,0
3,14:54,00-0031301,J.Hill,0,5,0,0,0,0,0
3,14:54,00-0027155,R.Jennings,0,3,0,0,0,0,0
3,14:54,00-0031413,B.Sankey,0,6,0,0,0,0,0
3,14:53,00-0026213,J.Charles,0,6,0,0,0,0,0
3,14:52,00-0021206,J.McCown,9,0,0,0,0,0,0
3,14:52,00-0023496,V.Jackson,0,0,9,1,0,0,0
3,14:36,00-0030656,I.Crowell,0,1,0,0,0,0,0
3,14:31,00-0029854,C.Anderson,0,4,0,0,0,0,0
3,14:29,00-0027973,A.Dalton,13,0,0,0,0,0,0
3,14:29,00-0027942,A.Green,0,0,13,1,0,0,0
3,14:28,00-0023541,K.Orton,6,0,0,0,0,0,0
3,14:28,00-0030431,R.Woods,0,0,6,1,0,0,0
3,14:28,00-0023436,A.Smith,10,0,0,0,0,0,0
3,14:28,00-0031060,D.Thomas,0,0,10,1,0,0,0
3,14:25,00-0022942,P.Rivers,5,0,0,0,0,0,0
3,14:25,00-0030279,K.Allen,0,0,5,1,0,0,0
3,14:22,00-0024242,D.Williams,0,4,0,0,0,0,0
3,14:22,00-0031413,B.Sankey,0,2,0,0,0,0,0
3,14:21,00-0019596,T.Brady,39,0,0,0,0,0,0
3,14:21,00-0027994,S.Vereen,0,0,39,1,0,0,0
3,14:17,00-0027218,J.Bell,0,21,0,0,0,0,0
3,14:14,00-0026898,M.Sanchez,26,0,0,0,0,0,0
3,14:14,00-0026995,J.Maclin,0,0,26,1,0,0,0
3,14:10,00-0031301,J.Hill,0,-1,0,0,0,0,0
3,14:04,00-0031390,C.Sims,0,2,0,0,0,0,0
3,14:03,00-0010346,P.Manning,13,0,0,0,0,0,0
3,14:03,00-0027685,E.Sanders,0,0,13,1,0,0,0
3,14:00,00-0029429,B.Brown,0,-6,0,0,0,0,0
3,13:51,00-0019596,T.Brady,14,0,0,0,0,0,0
3,13:51,00-0027681,B.LaFell,0,0,14,1,0,0,0
3,13:42,00-0028012,R.Mallett,6,0,0,0,0,0,0
3,13:42,00-0029415,K.Martin,0,0,6,1,0,0,0
3,13:41,00-0027758,R.Cooper,0,0,5,1,0,0,0
3,13:41,00-0026898,M.Sanchez,5,0,0,0,0,0,0
3,13:41,00-0031060,D.Thomas,0,7,0,0,0,0,0
3,13:37,00-0027218,J.Bell,0,-3,0,0,0,0,0
3,13:36,00-0031390,C.Sims,0,4,0,0,0,0,0
3,13:35,00-0022736,S.Jackson,0,4,0,0,0,0,0
3,13:35,00-0029104,J.Gray,0,14,0,0,0,0,0
3,13:16,00-0030496,L.Bell,0,5,0,0,0,0,0
3,13:14,00-0028012,R.Mallett,5,0,0,0,0,0,0
3,13:14,00-0029435,D.Johnson,0,0,5,1,0,0,0
3,13:13,00-0027966,M.Ingram,0,1,0,0,0,0,0
3,13:09,00-0029615,L.Miller,0,4,0,0,0,0,0
3,13:06,00-0026213,J.Charles,0,4,0,0,0,0,0
3,13:04,00-0031280,D.Carr,-4,0,0,0,0,0,0
3,13:04,00-0026393,M.Reece,0,0,-4,1,0,0,0
3,13:01,00-0029104,J.Gray,0,5,0,0,0,0,0
3,12:56,00-0022736,S.Jackson,0,2,0,0,0,0,0
3,12:53,00-0021206,J.McCown,2,0,0,0,0,0,0
3,12:53,00-0031390,C.Sims,0,0,2,1,0,0,0
3,12:52,00-0031075,A.Blue,0,3,0,0,0,0,0
3,12:42,00-0030496,L.Bell,0,6,0,0,0,0,0
3,12:37,00-0020531,D.Brees,1,0,0,0,0,0,0
3,12:37,00-0027844,E.Lorig,0,0,1,1,0,0,0
3,12:34,00-0029104,J.Gray,0,4,0,0,0,0,0
3,12:32,00-0023500,F.Gore,0,11,0,0,0,0,0
3,12:29,00-0020679,S.Hill,7,0,0,0,0,0,0
3,12:29,00-0027061,J.Cook,0,0,7,1,0,0,0
3,12:27,00-0029701,R.Tannehill,7,0,0,0,0,0,0
3,12:27,00-0028112,C.Clay,0,0,7,1,0,0,0
3,12:26,00-0031060,D.Thomas,0,7,0,0,0,0,0
3,12:23,00-0026144,D.McFadden,0,3,0,0,0,0,0
3,12:17,00-0026498,M.Stafford,14,0,0,0,0,0,0
3,12:17,00-0025389,C.Johnson,0,0,14,1,0,0,0
3,12:14,00-0023459,A.Rodgers,0,16,0,0,0,0,0
3,12:07,00-0031075,A.Blue,0,7,0,0,0,0,0
3,11:58,00-0022924,B.Roethlisberger,11,0,0,0,0,0,0
3,11:58,00-0027793,A.Brown,0,0,11,1,0,0,0
3,11:56,00-0029104,J.Gray,0,2,0,0,0,0,0
3,11:54,00-0020531,D.Brees,12,0,0,0,0,0,0
3,11:54,00-0027696,J.Graham,0,0,12,1,0,0,0
3,11:52,00-0027974,C.Kaepernick,48,0,0,0,1,0,0
3,11:52,00-0026986,M.Crabtree,0,0,48,1,0,0,1
3,11:51,00-0029141,A.Morris,0,3,0,0,0,0,0
3,11:49,00-0030287,A.Ellington,0,3,0,0,0,0,0
3,11:45,00-0026213,J.Charles,0,8,0,0,0,0,0
3,11:29,00-0027155,R.Jennings,0,5,0,0,0,0,0
3,11:27,00-0027791,J.Starks,0,0,3,1,0,0,0
3,11:27,00-0023459,A.Rodgers,3,0,0,0,0,0,0
3,11:24,00-0020679,S.Hill,7,0,0,0,0,0,0
3,11:24,00-0029795,B.Cunningham,0,0,7,1,0,0,0
3,11:21,00-0024242,D.Williams,0,8,0,0,0,0,0
3,11:18,00-0031075,A.Blue,0,14,0,0,0,0,0
3,11:18,00-0020531,D.Brees,4,0,0,0,0,0,0
3,11:18,00-0027966,M.Ingram,0,0,4,1,0,0,0
3,11:18,00-0022924,B.Roethlisberger,4,0,0,0,0,0,0
3,11:18,00-0027793,A.Brown,0,0,4,1,0,0,0
3,11:16,00-0019596,T.Brady,2,0,0,0,1,0,0
3,11:16,00-0029910,T.Wright,0,0,2,1,0,0,1
3,11:15,00-0029665,R.Griffin,10,0,0,0,0,0,0
3,11:15,00-0030472,J.Reed,0,0,10,1,0,0,0
3,11:15,00-0027864,Ry.Mathews,0,5,0,0,0,0,0
3,11:01,00-0029510,J.Grimes,0,4,0,0,0,0,0
3,11:00,00-0023436,A.Smith,9,0,0,0,0,0,0
3,11:00,00-0025410,D.Bowe,0,0,9,1,0,0,0
3,10:55,00-0027155,R.Jennings,0,-1,0,0,0,0,0
3,10:52,00-0029701,R.Tannehill,5,0,0,0,0,0,0
3,10:52,00-0028112,C.Clay,0,0,5,1,0,0,0
3,10:47,00-0025430,D.Stanton,16,0,0,0,0,0,0
3,10:47,00-0026178,J.Carlson,0,0,16,1,0,0,0
3,10:45,00-0029665,R.Griffin,0,6,0,0,0,0,0
3,10:42,00-0031381,D.Adams,0,0,7,1,0,0,0
3,10:42,00-0023459,A.Rodgers,7,0,0,0,0,0,0
3,10:40,00-0027966,M.Ingram,0,1,0,0,0,0,0
3,10:35,00-0029668,A.Luck,16,0,0,0,0,0,0
3,10:35,00-0020498,R.Wayne,0,0,16,1,0,0,0
3,10:34,00-0029510,J.Grimes,0,4,0,0,0,0,0
3,10:30,00-0020679,S.Hill,12,0,0,0,0,0,0
3,10:30,00-0029795,B.Cunningham,0,0,12,1,0,0,0
3,10:23,00-0022803,E.Manning,9,0,0,0,0,0,0
3,10:23,00-0027450,P.Parker,0,0,9,1,0,0,0
3,10:23,00-0027864,Ry.Mathews,0,20,0,0,0,0,0
3,10:22,00-0029141,A.Morris,0,5,0,0,0,0,0
3,10:21,00-0026213,J.Charles,0,4,0,0,0,0,0
3,10:20,00-0024272,D.Hester,0,9,0,0,0,0,0
3,10:07,00-0028345,R.Hughes,0,2,0,0,0,0,0
3,10:03,00-0023459,A.Rodgers,20,0,0,0,0,0,0
3,10:03,00-0028002,R.Cobb,0,0,20,1,0,0,0
3,09:59,00-0029668,A.Luck,4,0,0,0,0,0,0
3,09:59,00-0029697,C.Fleener,0,0,4,1,0,0,0
3,09:57,00-0029435,D.Johnson,0,0,0,1,0,0,0
3,09:53,00-0023541,K.Orton,6,0,0,0,0,0,0
3,09:53,00-0028237,C.Hogan,0,0,6,1,0,0,0
3,09:51,00-0027864,Ry.Mathews,0,4,0,0,0,0,0
3,09:49,00-0027973,A.Dalton,10,0,0,0,0,0,0
3,09:49,00-0030288,R.Burkhead,0,0,10,1,0,0,0
3,09:42,00-0026213,J.Charles,0,1,0,0,0,0,0
3,09:41,00-0022803,E.Manning,18,0,0,0,0,0,0
3,09:41,00-0029262,R.Randle,0,0,18,1,0,0,0
3,09:38,00-0022736,S.Jackson,0,4,0,0,0,0,0
3,09:27,00-0023541,K.Orton,17,0,0,0,0,0,0
3,09:27,00-0028237,C.Hogan,0,0,17,1,0,0,0
3,09:24,00-0025430,D.Stanton,4,0,0,0,0,0,0
3,09:24,00-0030300,Ja. Brown,0,0,4,1,0,0,0
3,09:22,00-0027791,J.Starks,0,-2,0,0,0,0,0
3,09:22,00-0029668,A.Luck,5,0,0,0,0,0,0
3,09:22,00-0020498,R.Wayne,0,0,5,1,0,0,0
3,09:16,00-0026625,B.Hoyer,11,0,0,0,0,0,0
3,09:16,00-0030656,I.Crowell,0,0,11,1,0,0,0
3,09:16,00-0031277,B.Oliver,0,2,0,0,0,0,0
3,09:11,00-0020679,S.Hill,1,0,0,0,0,0,0
3,09:11,00-0031391,T.Mason,0,0,1,1,0,0,0
3,09:06,00-0027155,R.Jennings,0,3,0,0,0,0,0
3,09:02,00-0026143,M.Ryan,3,0,0,0,0,0,0
3,09:02,00-0022736,S.Jackson,0,0,3,1,0,0,0
3,08:58,00-0023436,A.Smith,8,0,0,0,0,0,0
