qtr,clock,playerid,playername,passing_yds,rushing_yds,receiving_yds,receiving_rec,passing_tds,rushing_tds,receiving_tds
4,11:41,00-0031299,J.Matthews,0,0,16,1,0,0,0
4,11:41,00-0027155,R.Jennings,0,2,0,0,0,0,0
4,11:35,00-0027973,A.Dalton,24,0,0,0,1,0,0
4,11:35,00-0027942,A.Green,0,0,24,1,0,0,1
4,11:33,00-0029104,J.Gray,0,8,0,0,0,0,0
4,11:31,00-0031075,A.Blue,0,-1,0,0,0,0,0
4,11:29,00-0023541,K.Orton,4,0,0,0,0,0,0
4,11:29,00-0029429,B.Brown,0,0,4,1,0,0,0
4,11:29,00-0020531,D.Brees,5,0,0,0,0,0,0
4,11:29,00-0030085,K.Stills,0,0,5,1,0,0,0
4,11:14,00-0027029,L.McCoy,0,6,0,0,0,0,0
4,11:13,00-0020531,D.Brees,0,3,0,0,0,0,0
4,11:12,00-0010346,P.Manning,3,0,0,0,0,0,0
4,11:12,00-0026237,A.Caldwell,0,0,3,1,0,0,0
4,11:12,00-0022924,B.Roethlisberger,10,0,0,0,0,0,0
4,11:12,00-0030496,L.Bell,0,0,10,1,0,0,0
4,11:11,00-0023541,K.Orton,16,0,0,0,0,0,0
4,11:11,00-0029429,B.Brown,0,0,16,1,0,0,0
4,11:11,00-0026498,M.Stafford,21,0,0,0,0,0,0
4,11:11,00-0027218,J.Bell,0,0,21,1,0,0,0
4,11:05,00-0022803,E.Manning,4,0,0,0,0,0,0
4,11:05,00-0031235,O.Beckham,0,0,4,1,0,0,0
4,11:02,00-0029731,F.Whittaker,0,3,0,0,0,0,0
4,11:02,00-0026184,M.Forte,0,2,0,0,0,0,0
4,10:55,00-0031075,A.Blue,0,-9,0,0,0,0,0
4,10:55,00-0029263,R.Wilson,0,11,0,0,0,0,0
4,10:46,00-0031280,D.Carr,10,0,0,0,0,0,0
4,10:46,00-0028263,A.Holmes,0,0,10,1,0,0,0
4,10:45,00-0027939,C.Newton,13,0,0,0,0,0,0
4,10:45,00-0031359,K.Benjamin,0,0,13,1,0,0,0
4,10:44,00-0029665,R.Griffin,-3,0,0,0,0,0,0
4,10:44,00-0028043,R.Helu,0,0,-3,1,0,0,0
4,10:42,00-0010346,P.Manning,13,0,0,0,0,0,0
4,10:42,00-0026237,A.Caldwell,0,0,13,1,0,0,0
4,10:39,00-0027029,L.McCoy,0,-1,0,0,0,0,0
4,10:35,00-0027772,A.Dixon,0,4,0,0,0,0,0
4,10:33,00-0022803,E.Manning,20,0,0,0,0,0,0
4,10:33,00-0031235,O.Beckham,0,0,20,1,0,0,0
4,10:33,00-0030496,L.Bell,0,4,0,0,0,0,0
4,10:31,00-0029104,J.Gray,0,-2,0,0,0,0,0
4,10:28,00-0026498,M.Stafford,6,0,0,0,0,0,0
4,10:28,00-0027218,J.Bell,0,0,6,1,0,0,0
4,10:24,00-0010346,P.Manning,6,0,0,0,0,0,0
4,10:24,00-0026267,J.Tamme,0,0,6,1,0,0,0
4,10:20,00-0025399,M.Lynch,0,4,0,0,0,0,0
4,10:19,00-0029731,F.Whittaker,0,3,0,0,0,0,0
4,10:16,00-0031055,A.Williams,0,5,0,0,0,0,0
4,10:12,00-0029665,R.Griffin,7,0,0,0,0,0,0
4,10:12,00-0028043,R.Helu,0,0,7,1,0,0,0
4,10:11,00-0028012,R.Mallett,4,0,0,0,0,0,0
4,10:11,00-0029435,D.Johnson,0,0,4,1,0,0,0
4,10:10,00-0029104,J.Gray,0,4,0,0,0,0,0
4,10:09,00-0026995,J.Maclin,0,0,-1,1,0,0,0
4,10:09,00-0026898,M.Sanchez,-1,0,0,0,0,0,0
4,10:09,00-0030513,L.Murray,0,5,0,0,0,0,0
4,09:58,00-0020531,D.Brees,17,0,0,0,0,0,0
4,09:58,00-0024466,M.Colston,0,0,17,1,0,0,0
4,09:52,00-0030496,L.Bell,0,6,0,0,0,0,0
4,09:49,00-0026184,M.Forte,0,2,0,0,0,0,0
4,09:49,00-0027218,J.Bell,0,-2,0,0,0,0,0
4,09:47,00-0027939,C.Newton,0,15,0,0,0,0,0
4,09:44,00-0029263,R.Wilson,0,7,0,0,0,0,0
4,09:41,00-0031391,T.Mason,0,3,0,0,0,0,0
4,09:40,00-0031299,J.Matthews,0,0,36,1,0,0,0
4,09:40,00-0026898,M.Sanchez,36,0,0,0,0,0,0
4,09:40,00-0023500,F.Gore,0,2,0,0,0,0,0
4,09:40,00-0029104,J.Gray,0,7,0,0,0,0,0
4,09:33,00-0030656,I.Crowell,0,2,0,0,0,0,0
4,09:28,00-0031390,C.Sims,0,-1,0,0,0,0,0
4,09:25,00-0027966,M.Ingram,0,5,0,0,0,0,0
4,09:20,00-0029701,R.Tannehill,3,0,0,0,0,0,0
4,09:20,00-0030422,D.Sims,0,0,3,1,0,0,0
4,09:18,00-0027939,C.Newton,22,0,0,0,1,0,0
4,09:18,00-0031359,K.Benjamin,0,0,22,1,0,0,1
4,09:15,00-0027974,C.Kaepernick,7,0,0,0,0,0,0
4,09:15,00-0022084,A.Boldin,0,0,7,1,0,0,0
4,09:09,00-0027029,L.McCoy,0,7,0,0,0,0,0
4,09:07,00-0026498,M.Stafford,16,0,0,0,0,0,0
4,09:07,00-0030107,T.Riddick,0,0,16,1,0,0,0
4,09:07,00-0022924,B.Roethlisberger,12,0,0,0,1,0,0
4,09:07,00-0027793,A.Brown,0,0,12,1,0,0,1
4,09:06,00-0025399,M.Lynch,0,5,0,0,0,0,0
4,09:05,00-0026143,M.Ryan,11,0,0,0,0,0,0
4,09:05,00-0023462,R.White,0,0,11,1,0,0,0
4,09:00,00-0020679,S.Hill,9,0,0,0,0,0,0
4,09:00,00-0027061,J.Cook,0,0,9,1,0,0,0
4,08:57,00-0020531,D.Brees,7,0,0,0,0,0,0
4,08:57,00-0024466,M.Colston,0,0,7,1,0,0,0
4,08:56,00-0024226,J.Cutler,4,0,0,0,1,0,0
4,08:56,00-0024334,B.Marshall,0,0,4,1,0,0,1
4,08:56,00-0026625,B.Hoyer,8,0,0,0,0,0,0
4,08:56,00-0031228,T.Gabriel,0,0,8,1,0,0,0
4,08:52,00-0031266,Z.Mettenberger,10,0,0,0,0,0,0
4,08:52,00-0029708,K.Wright,0,0,10,1,0,0,0
4,08:51,00-0031237,T.Bridgewater,17,0,0,0,0,0,0
4,08:51,00-0030578,C.Patterson,0,0,17,1,0,0,0
4,08:49,00-0029701,R.Tannehill,0,15,0,0,0,0,0
4,08:46,00-0029104,J.Gray,0,1,0,0,0,1,0
4,08:44,00-0021206,J.McCown,2,0,0,0,0,0,0
4,08:44,00-0031390,C.Sims,0,0,2,1,0,0,0
4,08:43,00-0028083,J.Rodgers,0,1,0,0,0,0,0
4,08:41,00-0023500,F.Gore,0,3,0,0,0,0,0
4,08:34,00-0026898,M.Sanchez,6,0,0,0,0,0,0
4,08:34,00-0026995,J.Maclin,0,0,6,1,0,0,0
4,08:32,00-0020531,D.Brees,-2,0,0,0,0,0,0
4,08:32,00-0027966,M.Ingram,0,0,-2,1,0,0,0
4,08:30,00-0031391,T.Mason,0,2,0,0,0,0,0
4,08:29,00-0031413,B.Sankey,0,1,0,0,0,0,0
4,08:25,00-0028434,D.Baldwin,0,0,0,1,0,0,0
4,08:21,00-0026625,B.Hoyer,35,0,0,0,0,0,0
4,08:21,00-0031228,T.Gabriel,0,0,35,1,0,0,0
4,08:20,00-0031390,C.Sims,0,4,0,0,0,0,0
4,08:14,00-0029104,J.Gray,0,3,0,0,0,0,0
4,08:11,00-0031237,T.Bridgewater,7,0,0,0,0,0,0
4,08:11,00-0030578,C.Patterson,0,0,7,1,0,0,0
4,08:09,00-0026898,M.Sanchez,9,0,0,0,0,0,0
4,08:09,00-0027758,R.Cooper,0,0,9,1,0,0,0
4,08:04,00-0029701,R.Tannehill,8,0,0,0,0,0,0
4,08:04,00-0030422,D.Sims,0,0,8,1,0,0,0
4,08:03,00-0027974,C.Kaepernick,5,0,0,0,0,0,0
4,08:03,00-0028149,B.Miller,0,0,5,1,0,0,0
4,07:58,00-0031277,B.Oliver,0,4,0,0,0,0,0
4,07:51,00-0026625,B.Hoyer,22,0,0,0,0,0,0
4,07:51,00-0027918,A.Hawkins,0,0,22,1,0,0,0
4,07:50,00-0027029,L.McCoy,0,4,0,0,0,0,0
4,07:50,00-0025399,M.Lynch,0,2,0,0,0,0,0
4,07:44,00-0031266,Z.Mettenberger,5,0,0,0,0,0,0
4,07:44,00-0024297,D.Hagan,0,0,5,1,0,0,0
4,07:40,00-0028198,M.Asiata,0,2,0,0,0,0,0
4,07:40,00-0031301,J.Hill,0,2,0,0,0,0,0
4,07:39,00-0021206,J.McCown,18,0,0,0,0,0,0
4,07:39,00-0023496,V.Jackson,0,0,18,1,0,0,0
4,07:39,00-0029104,J.Gray,0,3,0,0,0,0,0
4,07:32,00-0026498,M.Stafford,13,0,0,0,0,0,0
4,07:32,00-0025389,C.Johnson,0,0,13,1,0,0,0
4,07:30,00-0031391,T.Mason,0,-1,0,0,0,0,0
4,07:29,00-0030656,I.Crowell,0,1,0,0,0,0,0
4,07:28,00-0026898,M.Sanchez,20,0,0,0,1,0,0
4,07:28,00-0026995,J.Maclin,0,0,20,1,0,0,1
4,07:22,00-0031045,C.Hyde,0,1,0,0,0,0,0
4,07:16,00-0027791,J.Starks,0,3,0,0,0,0,0
4,07:08,00-0026213,J.Charles,0,1,0,0,0,0,0
4,07:03,00-0031301,J.Hill,0,3,0,0,0,0,0
4,07:01,00-0027939,C.Newton,22,0,0,0,0,0,0
4,07:01,00-0022811,J.Cotchery,0,0,22,1,0,0,0
4,07:00,00-0029615,L.Miller,0,5,0,0,0,0,0
4,06:58,00-0030496,L.Bell,0,6,0,0,0,0,0
4,06:56,00-0019596,T.Brady,26,0,0,0,1,0,0
4,06:56,00-0027656,R.Gronkowski,0,0,26,1,0,0,1
4,06:55,00-0031301,J.Hill,0,-1,0,0,0,0,0
4,06:49,00-0031075,A.Blue,0,2,0,0,0,0,0
4,06:48,00-0031237,T.Bridgewater,5,0,0,0,0,0,0
4,06:48,00-0030113,Ch.Johnson,0,0,5,1,0,0,0
4,06:46,00-0029668,A.Luck,9,0,0,0,0,0,0
4,06:46,00-0029697,C.Fleener,0,0,9,1,0,0,0
4,06:45,00-0025430,D.Stanton,17,0,0,0,0,0,0
4,06:45,00-0026178,J.Carlson,0,0,17,1,0,0,0
4,06:39,00-0010346,P.Manning,7,0,0,0,0,0,0
4,06:39,00-0026267,J.Tamme,0,0,7,1,0,0,0
4,06:30,00-0022999,J.Kuhn,0,3,0,0,0,0,0
4,06:29,00-0027939,C.Newton,47,0,0,0,1,0,0
4,06:29,00-0031118,C.Brown,0,0,47,1,0,0,1
4,06:18,00-0022803,E.Manning,-2,0,0,0,0,0,0
4,06:18,00-0027155,R.Jennings,0,0,-2,1,0,0,0
4,06:16,00-0029701,R.Tannehill,2,0,0,0,0,0,0
4,06:16,00-0028112,C.Clay,0,0,2,1,0,0,0
4,06:16,00-0031301,J.Hill,0,3,0,0,0,0,0
4,06:15,00-0026143,M.Ryan,12,0,0,0,0,0,0
4,06:15,00-0026224,H.Douglas,0,0,12,1,0,0,0
4,06:15,00-0031075,A.Blue,0,7,0,0,0,0,0
4,06:15,00-0029263,R.Wilson,5,0,0,0,0,0,0
4,06:15,00-0029159,J.Kearse,0,0,5,1,0,0,0
4,06:15,00-0031390,C.Sims,0,2,0,0,0,0,0
4,06:15,00-0031280,D.Carr,5,0,0,0,0,0,0
4,06:15,00-0030514,M.Rivera,0,0,5,1,0,0,0
4,06:15,00-0029675,T.Richardson,0,2,0,0,0,0,0
4,06:11,00-0030287,A.Ellington,0,2,0,0,0,0,0
4,06:07,00-0022924,B.Roethlisberger,6,0,0,0,0,0,0
4,06:07,00-0030460,M.Wheaton,0,0,6,1,0,0,0
4,06:05,00-0031237,T.Bridgewater,24,0,0,0,0,0,0
4,06:05,00-0030113,Ch.Johnson,0,0,24,1,0,0,0
4,05:59,00-0010346,P.Manning,9,0,0,0,0,0,0
4,05:59,00-0029854,C.Anderson,0,0,9,1,0,0,0
4,05:48,00-0026349,M.Flynn,12,0,0,0,0,0,0
4,05:48,00-0028002,R.Cobb,0,0,12,1,0,0,0
4,05:45,00-0026143,M.Ryan,9,0,0,0,0,0,0
4,05:45,00-0026224,H.Douglas,0,0,9,1,0,0,0
4,05:45,00-0022803,E.Manning,26,0,0,0,0,0,0
4,05:45,00-0029262,R.Randle,0,0,26,1,0,0,0
4,05:44,00-0031280,D.Carr,35,0,0,0,0,0,0
4,05:44,00-0030000,K.Thompkins,0,0,35,1,0,0,0
4,05:42,00-0029668,A.Luck,21,0,0,0,0,0,0
4,05:42,00-0029675,T.Richardson,0,0,21,1,0,0,0
4,05:38,00-0031237,T.Bridgewater,7,0,0,0,0,0,0
4,05:38,00-0028198,M.Asiata,0,0,7,1,0,0,0
4,05:35,00-0031301,J.Hill,0,11,0,0,0,0,0
4,05:31,00-0025430,D.Stanton,-1,0,0,0,0,0,0
4,05:31,00-0030287,A.Ellington,0,0,-1,1,0,0,0
4,05:31,00-0030496,L.Bell,0,10,0,0,0,0,0
4,05:23,00-0031391,T.Mason,0,3,0,0,0,0,0
4,05:21,00-0031285,D.Freeman,0,8,0,0,0,0,0
4,05:12,00-0022803,E.Manning,37,0,0,0,0,0,0
4,05:12,00-0031235,O.Beckham,0,0,37,1,0,0,0
4,05:12,00-0031391,T.Mason,0,3,0,0,0,0,0
4,05:08,00-0029675,T.Richardson,0,-2,0,0,0,0,0
4,05:05,00-0025399,M.Lynch,0,2,0,0,0,0,0
4,05:04,00-0026625,B.Hoyer,24,0,0,0,0,0,0
4,05:04,00-0027918,A.Hawkins,0,0,24,1,0,0,0
4,05:03,00-0031280,D.Carr,7,0,0,0,0,0,0
4,05:03,00-0030513,L.Murray,0,0,7,1,0,0,0
4,04:53,00-0026143,M.Ryan,11,0,0,0,0,0,0
4,04:53,00-0023462,R.White,0,0,11,1,0,0,0
4,04:53,00-0031301,J.Hill,0,5,0,0,0,0,0
4,04:50,00-0030496,L.Bell,0,10,0,0,0,0,0
4,04:47,00-0031301,J.Hill,0,3,0,0,0,0,0
4,04:44,00-0021206,J.McCown,0,5,0,0,0,0,0
4,04:43,00-0023500,F.Gore,0,8,0,0,0,0,0
4,04:43,00-0010346,P.Manning,15,0,0,0,0,0,0
4,04:43,00-0029854,C.Anderson,0,0,15,1,0,0,0
4,04:39,00-0026625,B.Hoyer,12,0,0,0,0,0,0
4,04:39,00-0031228,T.Gabriel,0,0,12,1,0,0,0
4,04:38,00-0030513,L.Murray,0,1,0,0,0,0,0
4,04:31,00-0031285,D.Freeman,0,2,0,0,0,0,0
4,04:29,00-0027218,J.Bell,0,13,0,0,0,0,0
4,04:23,00-0029263,R.Wilson,7,0,0,0,0,0,0
4,04:23,00-0029159,J.Kearse,0,0,7,1,0,0,0
4,04:17,00-0029104,J.Gray,0,3,0,0,0,0,0
4,04:15,00-0010346,P.Manning,10,0,0,0,0,0,0
4,04:15,00-0029854,C.Anderson,0,0,10,1,0,0,0
4,04:06,00-0022942,P.Rivers,13,0,0,0,0,0,0
4,04:06,00-0030279,K.Allen,0,0,13,1,0,0,0
4,04:06,00-0030496,L.Bell,0,8,0,0,0,0,0
4,04:05,00-0031301,J.Hill,0,1,0,0,0,0,0
4,04:05,00-0023500,F.Gore,0,3,0,0,0,0,0
4,04:01,00-0031075,A.Blue,0,21,0,0,0,0,0
4,04:00,00-0023541,K.Orton,8,0,0,0,0,0,0
4,04:00,00-0027772,A.Dixon,0,0,8,1,0,0,0
4,03:59,00-0026184,M.Forte,0,4,0,0,0,0,0
4,03:58,00-0026143,M.Ryan,3,0,0,0,0,0,0
4,03:58,00-0030443,L.Toilolo,0,0,3,1,0,0,0
4,03:51,00-0029510,J.Grimes,0,3,0,0,0,0,0
4,03:45,00-0010346,P.Manning,5,0,0,0,0,0,0
4,03:45,00-0030705,J.Thompson,0,0,5,1,0,0,0
4,03:45,00-0029141,A.Morris,0,14,0,0,0,0,0
4,03:41,00-0029104,J.Gray,0,3,0,0,0,0,0
4,03:40,00-0026498,M.Stafford,3,0,0,0,0,0,0
4,03:40,00-0030107,T.Riddick,0,0,3,1,0,0,0
4,03:31,00-0026213,J.Charles,0,1,0,0,0,0,0
4,03:28,00-0027864,Ry.Mathews,0,8,0,0,0,0,0
4,03:23,00-0026213,J.Charles,0,8,0,0,0,0,0
4,03:22,00-0027974,C.Kaepernick,11,0,0,0,0,0,0
4,03:22,00-0028149,B.Miller,0,0,11,1,0,0,0
4,03:21,00-0020531,D.Brees,3,0,0,0,0,0,0
4,03:21,00-0027966,M.Ingram,0,0,3,1,0,0,0
4,03:19,00-0030496,L.Bell,0,3,0,0,0,0,0
4,03:14,00-0026143,M.Ryan,8,0,0,0,0,0,0
4,03:14,00-0026224,H.Douglas,0,0,8,1,0,0,0
4,03:14,00-0026349,M.Flynn,14,0,0,0,0,0,0
4,03:14,00-0027791,J.Starks,0,0,14,1,0,0,0
4,03:13,00-0029615,L.Miller,0,-2,0,0,0,0,0
4,03:13,00-0026184,M.Forte,0,6,0,0,0,0,0
4,03:13,00-0031008,S.Redd,0,14,0,0,0,0,0
4,03:12,00-0029510,J.Grimes,0,4,0,0,0,0,0
4,03:10,00-0010346,P.Manning,14,0,0,0,0,0,0
4,03:10,00-0027874,D.Thomas,0,0,14,1,0,0,0
4,03:06,00-0026184,M.Forte,0,3,0,0,0,0,0
4,03:04,00-0031075,A.Blue,0,5,0,0,0,0,0
4,03:02,00-0020531,D.Brees,11,0,0,0,0,0,0
4,03:02,00-0027966,M.Ingram,0,0,11,1,0,0,0
4,02:59,00-0026184,M.Forte,0,3,0,0,0,0,0
4,02:56,00-0029438,C.Polk,0,3,0,0,0,0,0
4,02:55,00-0029510,J.Grimes,0,2,0,0,0,0,0
4,02:54,00-0029104,J.Gray,0,5,0,0,0,0,0
4,02:49,00-0029665,R.Griffin,4,0,0,0,0,0,0
4,02:49,00-0031008,S.Redd,0,0,4,1,0,0,0
4,02:47,00-0029263,R.Wilson,1,0,0,0,0,0,0
4,02:47,00-0025399,M.Lynch,0,0,1,1,0,0,0
4,02:46,00-0023541,K.Orton,11,0,0,0,0,0,0
4,02:46,00-0028237,C.Hogan,0,0,11,1,0,0,0
4,02:43,00-0020531,D.Brees,10,0,0,0,0,0,0
4,02:43,00-0031236,B.Cooks,0,0,10,1,0,0,0
4,02:43,00-0027864,Ry.Mathews,0,-1,0,0,0,0,0
4,02:42,00-0031045,C.Hyde,0,1,0,0,0,0,0
4,02:40,00-0026625,B.Hoyer,7,0,0,0,0,0,0
4,02:40,00-0023921,M.Austin,0,0,7,1,0,0,0
4,02:39,00-0020531,D.Brees,8,0,0,0,0,0,0
4,02:39,00-0031236,B.Cooks,0,0,8,1,0,0,0
4,02:37,00-0022942,P.Rivers,15,0,0,0,0,0,0
4,02:37,00-0021547,A.Gates,0,0,15,1,0,0,0
4,02:37,00-0025430,D.Stanton,4,0,0,0,0,0,0
4,02:37,00-0031051,Jo. Brown,0,0,4,1,0,0,0
4,02:35,00-0030496,L.Bell,0,8,0,0,0,0,0
4,02:34,00-0023500,F.Gore,0,2,0,0,0,0,0
4,02:33,00-0028000,Dn.Thomas,0,2,0,0,0,0,0
4,02:32,00-0025430,D.Stanton,11,0,0,0,0,0,0
4,02:32,00-0022921,L.Fitzgerald,0,0,11,1,0,0,0
4,02:28,00-0031277,B.Oliver,0,5,0,0,0,0,0
4,02:27,00-0029438,C.Polk,0,-2,0,0,0,0,0
4,02:27,00-0031391,T.Mason,0,1,0,0,0,0,0
4,02:26,00-0029665,R.Griffin,8,0,0,0,0,0,0
4,02:26,00-0027691,A.Roberts,0,0,8,1,0,0,0
4,02:22,00-0022736,S.Jackson,0,1,0,0,0,0,0
4,02:20,00-0026625,B.Hoyer,7,0,0,0,0,0,0
4,02:20,00-0027918,A.Hawkins,0,0,7,1,0,0,0
4,02:20,00-0026625,B.Hoyer,11,0,0,0,0,0,0
4,02:20,00-0026281,G.Barnidge,0,0,11,1,0,0,0
4,02:18,00-0029104,J.Gray,0,5,0,0,0,0,0
4,02:17,00-0020531,D.Brees,13,0,0,0,0,0,0
4,02:17,00-0031236,B.Cooks,0,0,13,1,0,0,0
4,02:06,00-0029263,R.Wilson,23,0,0,0,0,0,0
4,02:06,00-0028434,D.Baldwin,0,0,23,1,0,0,0
4,02:03,00-0031008,S.Redd,0,2,0,0,0,0,0
4,02:01,00-0027939,C.Newton,15,0,0,0,0,0,0
4,02:01,00-0025418,G.Olsen,0,0,15,1,0,0,0
4,02:00,00-0028000,Dn.Thomas,0,3,0,0,0,0,0
4,02:00,00-0027974,C.Kaepernick,0,5,0,0,0,0,0
4,02:00,00-0031391,T.Mason,0,-3,0,0,0,0,0
4,02:00,00-0025430,D.Stanton,0,-1,0,0,0,0,0
4,02:00,00-0029104,J.Gray,0,9,0,0,0,0,0
4,02:00,00-0030496,L.Bell,0,5,0,0,0,0,0
4,01:58,00-0031237,T.Bridgewater,21,0,0,0,0,0,0
4,01:58,00-0030113,Ch.Johnson,0,0,21,1,0,0,0
4,01:58,00-0031237,T.Bridgewater,14,0,0,0,0,0,0
4,01:58,00-0031376,J.McKinnon,0,0,14,1,0,0,0
4,01:58,00-0031237,T.Bridgewater,7,0,0,0,0,0,0
4,01:58,00-0030113,Ch.Johnson,0,0,7,1,0,0,0
4,01:56,00-0029438,C.Polk,0,-1,0,0,0,0,0
4,01:56,00-0029665,R.Griffin,5,0,0,0,0,0,0
4,01:56,00-0028093,N.Paul,0,0,5,1,0,0,0
4,01:54,00-0027973,A.Dalton,0,-1,0,0,0,0,0
4,01:54,00-0030496,L.Bell,0,-1,0,0,0,0,0
4,01:52,00-0026625,B.Hoyer,19,0,0,0,0,0,0
4,01:52,00-0030656,I.Crowell,0,0,19,1,0,0,0
4,01:49,00-0027939,C.Newton,17,0,0,0,0,0,0
4,01:49,00-0031359,K.Benjamin,0,0,17,1,0,0,0
4,01:49,00-0026349,M.Flynn,0,-1,0,0,0,0,0
4,01:42,00-0024242,D.Williams,0,1,0,0,0,0,0
4,01:35,00-0027939,C.Newton,0,4,0,0,0,0,0
4,01:34,00-0031008,S.Redd,0,3,0,0,0,0,0
4,01:31,00-0026153,J.Stewart,0,-1,0,0,0,0,0
4,01:22,00-0022736,S.Jackson,0,2,0,0,0,0,0
4,01:22,00-0029665,R.Griffin,5,0,0,0,0,0,0
4,01:22,00-0031008,S.Redd,0,0,5,1,0,0,0
4,01:21,00-0028000,Dn.Thomas,0,6,0,0,0,0,0
4,01:19,00-0025430,D.Stanton,0,-1,0,0,0,0,0
4,01:17,00-0022736,S.Jackson,0,2,0,0,0,0,0
4,01:16,00-0031391,T.Mason,0,10,0,0,0,0,0
4,01:13,00-0022736,S.Jackson,0,5,0,0,0,0,0
4,01:13,00-0027973,A.Dalton,0,-1,0,0,0,0,0
4,01:13,00-0031345,J.Garoppolo,0,-1,0,0,0,0,0
4,01:11,00-0022924,B.Roethlisberger,0,-1,0,0,0,0,0
4,01:10,00-0028012,R.Mallett,0,-4,0,0,0,0,0
4,01:09,00-0022803,E.Manning,4,0,0,0,0,0,0
4,01:09,00-0031055,A.Williams,0,0,4,1,0,0,0
4,01:08,00-0026349,M.Flynn,0,-1,0,0,0,0,0
4,00:50,00-0031008,S.Redd,0,-3,0,0,0,0,0
4,00:42,00-0024226,J.Cutler,0,-1,0,0,0,0,0
4,00:39,00-0031280,D.Carr,10,0,0,0,0,0,0
4,00:39,00-0030513,L.Murray,0,0,10,1,0,0,0
4,00:39,00-0025430,D.Stanton,0,-1,0,0,0,0,0
4,00:38,00-0027973,A.Dalton,0,-1,0,0,0,0,0
4,00:35,00-0031345,J.Garoppolo,0,-1,0,0,0,0,0
4,00:34,00-0029701,R.Tannehill,0,-1,0,0,0,0,0
4,00:34,00-0023436,A.Smith,0,-1,0,0,0,0,0
4,00:33,00-0028012,R.Mallett,0,-1,0,0,0,0,0
4,00:33,00-0022924,B.Roethlisberger,0,-1,0,0,0,0,0
4,00:32,00-0026349,M.Flynn,0,-1,0,0,0,0,0
4,00:29,00-0027974,C.Kaepernick,0,-2,0,0,0,0,0
4,00:27,00-0031280,D.Carr,28,0,0,0,0,0,0
4,00:27,00-0025465,J.Jones,0,0,28,1,0,0,0
4,00:24,00-0010346,P.Manning,15,0,0,0,0,0,0
4,00:24,00-0026237,A.Caldwell,0,0,15,1,0,0,0
4,00:22,00-0027939,C.Newton,14,0,0,0,0,0,0
4,00:22,00-0031359,K.Benjamin,0,0,5,1,0,0,0
4,00:22,00-0022811,J.Cotchery,0,0,9,0,0,0,0
4,00:15,00-0027939,C.Newton,7,0,0,0,0,0,0
4,00:15,00-0031359,K.Benjamin,0,0,7,1,0,0,0
4,00:08,00-0027939,C.Newton,18,0,0,0,0,0,0
4,00:08,00-0031359,K.Benjamin,0,0,19,1,0,0,0
4,00:08,00-0025418,G.Olsen,0,0,-1,0,0,0,0
